id,age,income,home_ownership,emplyment_length,loan_intent,loan_amount,loan_interest_rate,loan_income_ratio,payment_default_on_file,credit_history_length,loan_approval_status,max_allowed_loan
42634,22,50000,RENT,6,EDUCATION,7200,13.49,0.15,Y,2,0,47781
47941,22,50000,RENT,6,DEBTCONSOLIDATION,7200,10.99,0.14,N,3,0,47781
53096,22,50000,RENT,1,PERSONAL,7200,9.63,0.14,N,2,0,47781
45115,26,40000,MORTGAGE,3,VENTURE,4200,6.92,0.1,N,2,0,47783
21165,29,33996,RENT,0,EDUCATION,1500,12.53,0.04,N,6,0,47783
1618,22,48000,MORTGAGE,6,MEDICAL,5000,13.48,0.1,Y,3,0,47784
3203,22,48000,MORTGAGE,6,EDUCATION,5000,5.79,0.1,N,4,0,47784
4065,22,48000,RENT,1,PERSONAL,5000,14.26,0.1,N,4,0,47784
4689,22,48000,RENT,6,EDUCATION,5000,11.89,0.1,N,2,0,47784
7844,22,48000,RENT,6,DEBTCONSOLIDATION,5000,11.36,0.1,N,2,0,47784
7858,22,48000,RENT,1,EDUCATION,5000,10.08,0.1,N,4,0,47784
12128,22,48000,RENT,1,VENTURE,5000,6.99,0.1,N,2,0,47784
13910,22,48000,OWN,6,EDUCATION,5000,14.96,0.1,Y,3,0,47784
16700,22,48000,RENT,1,EDUCATION,5000,10.08,0.1,N,3,0,47784
17016,22,48000,MORTGAGE,7,EDUCATION,5000,5.99,0.1,N,2,0,47784
17205,22,48000,RENT,2,DEBTCONSOLIDATION,5000,12.53,0.1,N,3,0,47784
17520,22,48000,RENT,1,EDUCATION,5000,10.08,0.1,N,2,0,47784
20966,22,48000,RENT,6,PERSONAL,5000,6.91,0.1,N,3,0,47784
21413,22,48000,MORTGAGE,2,EDUCATION,5000,10.65,0.1,N,2,0,47784
24478,22,48000,MORTGAGE,2,EDUCATION,5000,12.18,0.1,N,3,0,47784
27534,22,48000,RENT,5,PERSONAL,5000,13.99,0.1,Y,4,0,47784
27632,22,48000,MORTGAGE,4,DEBTCONSOLIDATION,5000,13.98,0.1,Y,4,0,47784
34610,22,48000,MORTGAGE,3,EDUCATION,5000,6.62,0.1,N,2,0,47784
35300,22,48000,MORTGAGE,0,VENTURE,5000,7.14,0.1,N,2,0,47784
37019,22,48000,MORTGAGE,6,VENTURE,5000,11.14,0.1,N,3,0,47784
37641,22,48000,RENT,6,EDUCATION,5000,7.9,0.1,N,4,0,47784
38059,22,48000,RENT,4,EDUCATION,5000,15.31,0.1,Y,3,0,47784
39283,22,48000,RENT,6,PERSONAL,5000,12.68,0.1,N,4,0,47784
39633,22,48000,MORTGAGE,6,DEBTCONSOLIDATION,5000,10.38,0.1,N,2,0,47784
40218,22,48000,RENT,6,VENTURE,5000,10.08,0.1,N,3,0,47784
41373,22,48000,RENT,3,DEBTCONSOLIDATION,5000,8.49,0.1,N,2,0,47784
42445,22,48000,RENT,4,PERSONAL,5000,10.37,0.1,N,4,0,47784
43237,22,48000,MORTGAGE,6,PERSONAL,5000,13.48,0.1,Y,3,0,47784
43427,22,48000,RENT,7,VENTURE,5000,14.27,0.1,N,2,0,47784
44122,22,48000,RENT,3,EDUCATION,5000,14.79,0.1,Y,4,0,47784
44856,22,48000,RENT,6,EDUCATION,5000,7.29,0.1,N,4,0,47784
45166,22,48000,MORTGAGE,6,EDUCATION,5000,8.49,0.1,N,4,0,47784
46367,22,48000,RENT,6,PERSONAL,5000,7.51,0.1,N,2,0,47784
47031,22,48000,RENT,6,MEDICAL,5000,7.29,0.1,N,3,0,47784
47448,22,48000,RENT,7,EDUCATION,5000,10.99,0.1,N,4,0,47784
47544,22,48000,RENT,1,PERSONAL,5000,9.99,0.1,N,3,0,47784
49372,22,48000,RENT,0,EDUCATION,5000,14.26,0.1,Y,3,0,47784
49878,22,48000,MORTGAGE,5,EDUCATION,5000,7.14,0.1,N,4,0,47784
51072,22,48000,RENT,3,EDUCATION,5000,10.25,0.1,N,2,0,47784
51437,22,48000,MORTGAGE,6,VENTURE,5000,11.49,0.1,N,2,0,47784
53343,22,48000,RENT,5,PERSONAL,5000,13.99,0.1,Y,3,0,47784
21194,44,30000,RENT,2,VENTURE,5000,5.79,0.17,N,14,0,47793
29369,44,30000,RENT,4,MEDICAL,5000,11.86,0.17,N,14,0,47793
3011,23,46800,MORTGAGE,7,EDUCATION,6000,8.94,0.13,N,2,0,47802
28719,23,46800,MORTGAGE,4,MEDICAL,6000,7.88,0.13,N,3,0,47802
22718,22,53481,OWN,6,EDUCATION,11000,9.63,0.21,N,2,0,47806
15721,23,59000,MORTGAGE,4,EDUCATION,20000,14.17,0.34,N,3,0,47817
58449,23,59000,MORTGAGE,7,VENTURE,20000,6.54,0.34,N,4,0,47817
9903,28,41604,MORTGAGE,0,EDUCATION,10400,8.9,0.25,N,7,0,47817
19057,27,38400,OWN,4,VENTURE,4000,15.23,0.1,Y,5,0,47823
40542,39,27000,RENT,4,EDUCATION,4800,10.99,0.18,N,12,0,47823
25216,25,45000,RENT,9,EDUCATION,8400,10,0.19,N,2,0,47827
53136,23,49000,RENT,8,DEBTCONSOLIDATION,8500,6.03,0.17,N,2,0,47829
4577,26,42000,RENT,10,PERSONAL,6750,7.29,0.16,N,3,0,47829
58163,45,28800,RENT,0,MEDICAL,4000,11.71,0.14,N,11,0,47833
48899,24,46976,RENT,1,DEBTCONSOLIDATION,8500,7.29,0.19,N,3,0,47849
8971,46,29004,RENT,3,VENTURE,5500,7.88,0.18,N,11,0,47859
35394,26,53004,MORTGAGE,6,EDUCATION,21000,10.65,0.4,N,2,0,47868
37468,29,38000,RENT,4,MEDICAL,7200,7.29,0.19,N,6,0,47875
10264,23,50000,RENT,1,MEDICAL,9600,13.23,0.19,Y,3,0,47877
21001,23,50000,OWN,2,EDUCATION,9600,13.99,0.19,N,4,0,47877
55029,23,50000,MORTGAGE,0,EDUCATION,9600,7.66,0.2,N,4,0,47877
13772,24,47000,MORTGAGE,8,DEBTCONSOLIDATION,8500,10.99,0.18,N,3,0,47878
13350,22,48996,MORTGAGE,4,MEDICAL,6000,11.83,0.12,N,2,0,47879
537,22,49000,RENT,6,EDUCATION,6000,10.36,0.12,N,3,0,47883
48351,22,49000,RENT,6,PERSONAL,6000,11.71,0.12,N,4,0,47883
43409,38,26000,RENT,2,DEBTCONSOLIDATION,1500,6.99,0.06,N,16,0,47885
1809,24,42000,RENT,0,PERSONAL,2500,14.22,0.06,Y,3,0,47888
8629,24,42000,MORTGAGE,7,VENTURE,2500,6.91,0.06,N,2,0,47888
47619,24,42000,RENT,8,PERSONAL,2500,13.98,0.06,N,3,0,47888
27554,27,43495,MORTGAGE,3,EDUCATION,10800,10.99,0.25,N,10,0,47890
33618,26,38400,RENT,5,MEDICAL,2000,12.69,0.05,N,3,0,47908
49025,38,30500,MORTGAGE,1,PERSONAL,10000,10.37,0.33,N,16,0,47912
56944,31,36100,RENT,5,PERSONAL,8000,16.77,0.22,N,5,0,47927
48366,21,49000,MORTGAGE,5,MEDICAL,3500,6.99,0.07,N,4,0,47938
22995,27,37000,MORTGAGE,0,DEBTCONSOLIDATION,2000,7.66,0.05,N,6,0,47938
34592,24,57492,MORTGAGE,5,VENTURE,21000,12.73,0.35,Y,4,0,47956
24167,24,60000,OWN,8,EDUCATION,24000,7.49,0.4,N,2,0,47963
34342,24,60000,RENT,8,HOMEIMPROVEMENT,24000,10.65,0.4,N,2,0,47963
26674,38,30000,RENT,0,DEBTCONSOLIDATION,9000,7.51,0.3,N,15,0,47964
32994,38,30000,RENT,4,PERSONAL,9000,5.42,0.28,N,15,0,47964
54203,38,30000,RENT,0,MEDICAL,9000,7.51,0.3,N,16,0,47964
34508,29,39996,RENT,2,VENTURE,10000,6.99,0.25,N,7,0,47965
51503,29,39996,RENT,1,EDUCATION,10000,11.99,0.25,N,8,0,47965
25065,23,60000,MORTGAGE,7,EDUCATION,21000,10.38,0.35,N,3,0,47967
684,30,40000,RENT,0,VENTURE,12000,10.25,0.3,N,9,0,47967
25779,30,40000,MORTGAGE,6,HOMEIMPROVEMENT,12000,15.58,0.3,N,7,0,47967
50265,30,40000,RENT,5,DEBTCONSOLIDATION,12000,10.37,0.3,N,6,0,47967
50313,30,40000,OWN,3,EDUCATION,12000,15.58,0.3,N,8,0,47967
1313,24,55000,MORTGAGE,8,EDUCATION,18000,16.77,0.33,N,3,0,47968
42024,24,55000,MORTGAGE,8,HOMEIMPROVEMENT,18000,13.79,0.33,N,3,0,47968
53120,28,39996,RENT,5,MEDICAL,8000,7.14,0.2,N,5,0,47969
36503,32,36000,RENT,4,PERSONAL,9600,7.49,0.27,N,6,0,47969
7089,22,60000,RENT,6,VENTURE,18000,13.49,0.3,N,4,0,47970
7623,22,60000,RENT,3,EDUCATION,18000,10.25,0.3,N,3,0,47970
27372,22,60000,MORTGAGE,6,EDUCATION,18000,8.9,0.3,N,3,0,47970
34765,22,60000,MORTGAGE,3,EDUCATION,18000,9.33,0.3,N,3,0,47970
9186,25,50000,RENT,0,PERSONAL,14500,13.85,0.29,N,4,0,47970
1685,29,40000,RENT,3,PERSONAL,10000,6.17,0.25,N,9,0,47971
17568,29,40000,RENT,5,MEDICAL,10000,7.49,0.25,N,5,0,47971
38433,29,40000,RENT,4,VENTURE,10000,9.99,0.25,N,9,0,47971
45462,29,40000,MORTGAGE,9,MEDICAL,10000,11.99,0.25,N,9,0,47971
55550,29,40000,MORTGAGE,2,VENTURE,10000,9.32,0.25,N,9,0,47971
56685,29,40000,MORTGAGE,13,HOMEIMPROVEMENT,10000,14.54,0.25,N,9,0,47971
440,32,35000,OWN,2,EDUCATION,8000,11.11,0.23,N,6,0,47971
21293,32,35000,RENT,5,DEBTCONSOLIDATION,8000,10.65,0.23,N,10,0,47971
8115,25,48000,RENT,9,PERSONAL,12000,11.71,0.25,N,4,0,47973
24903,25,48000,RENT,9,MEDICAL,12000,13.48,0.25,Y,3,0,47973
25892,25,48000,MORTGAGE,9,HOMEIMPROVEMENT,12000,8.94,0.25,N,4,0,47973
28710,25,48000,RENT,0,PERSONAL,12000,18.64,0.25,Y,4,0,47973
30472,25,48000,RENT,5,VENTURE,12000,11.99,0.24,N,4,0,47973
37514,25,48000,MORTGAGE,9,PERSONAL,12000,5.79,0.25,N,3,0,47973
8916,21,60000,MORTGAGE,5,MEDICAL,15000,14.22,0.25,Y,2,0,47974
18804,21,60000,RENT,5,EDUCATION,15000,12.68,0.25,N,4,0,47974
44650,21,60000,RENT,5,EDUCATION,15000,11.83,0.25,N,3,0,47974
50368,21,60000,RENT,5,DEBTCONSOLIDATION,15000,7.9,0.25,N,3,0,47974
1095,24,50000,RENT,3,DEBTCONSOLIDATION,12000,12.73,0.24,Y,2,0,47974
2550,24,50000,MORTGAGE,8,DEBTCONSOLIDATION,12000,7.9,0.24,N,4,0,47974
4246,24,50000,RENT,0,MEDICAL,12000,10.59,0.24,N,3,0,47974
5886,24,50000,RENT,0,MEDICAL,12000,7.66,0.24,N,4,0,47974
10702,24,50000,RENT,6,MEDICAL,12000,13.49,0.24,Y,4,0,47974
11555,24,50000,RENT,3,VENTURE,12000,6.91,0.24,N,3,0,47974
14424,24,50000,MORTGAGE,8,VENTURE,12000,6.91,0.24,N,4,0,47974
22969,24,50000,RENT,3,MEDICAL,12000,7.29,0.24,N,2,0,47974
25155,24,50000,MORTGAGE,6,VENTURE,12000,6.62,0.24,N,2,0,47974
25635,24,50000,MORTGAGE,3,PERSONAL,12000,7.9,0.24,N,3,0,47974
30293,24,50000,MORTGAGE,0,EDUCATION,12000,9.32,0.24,N,2,0,47974
35359,24,50000,RENT,0,MEDICAL,12000,10.37,0.24,N,3,0,47974
38618,24,50000,RENT,1,VENTURE,12000,11.14,0.24,N,2,0,47974
40575,24,50000,RENT,1,MEDICAL,12000,10.38,0.24,N,4,0,47974
45486,24,50000,MORTGAGE,8,VENTURE,12000,7.88,0.24,N,3,0,47974
46641,24,50000,RENT,8,PERSONAL,12000,12.73,0.24,N,2,0,47974
51953,24,50000,MORTGAGE,8,HOMEIMPROVEMENT,12000,12.21,0.24,N,2,0,47974
57305,24,50000,MORTGAGE,6,VENTURE,12000,8.9,0.24,N,3,0,47974
3087,28,40000,RENT,3,DEBTCONSOLIDATION,8000,12.42,0.2,N,8,0,47975
13621,28,40000,MORTGAGE,11,DEBTCONSOLIDATION,8000,9.91,0.2,N,6,0,47975
14882,28,40000,MORTGAGE,4,MEDICAL,8000,7.51,0.2,N,7,0,47975
28225,28,40000,RENT,4,MEDICAL,8000,7.49,0.2,N,8,0,47975
50291,28,40000,RENT,12,EDUCATION,8000,16.69,0.2,N,7,0,47975
22528,30,36000,RENT,2,MEDICAL,6000,8.49,0.17,N,10,0,47977
22860,30,36000,RENT,2,MEDICAL,6000,8.49,0.17,N,8,0,47977
22932,30,36000,RENT,1,MEDICAL,6000,14.27,0.17,N,6,0,47977
26864,30,36000,MORTGAGE,3,DEBTCONSOLIDATION,6000,8.59,0.17,N,5,0,47977
32035,30,36000,MORTGAGE,4,VENTURE,6000,7.49,0.17,N,10,0,47977
34528,30,36000,RENT,0,MEDICAL,6000,8.59,0.17,N,10,0,47977
47075,30,36000,OWN,7,HOMEIMPROVEMENT,6000,8.49,0.17,N,7,0,47977
27300,23,50000,MORTGAGE,0,EDUCATION,9500,12.87,0.19,Y,2,0,47978
2263,27,40000,RENT,6,MEDICAL,6000,7.88,0.15,N,9,0,47979
5118,27,40000,MORTGAGE,11,PERSONAL,6000,7.51,0.15,N,10,0,47979
10113,27,40000,RENT,3,PERSONAL,6000,10.37,0.15,N,7,0,47979
17408,27,40000,RENT,1,MEDICAL,6000,8.63,0.15,N,9,0,47979
21124,27,40000,RENT,11,MEDICAL,6000,12.42,0.15,N,10,0,47979
26733,27,40000,RENT,1,PERSONAL,6000,8.49,0.15,N,6,0,47979
28776,27,40000,RENT,1,PERSONAL,6000,14.26,0.15,N,6,0,47979
34570,27,40000,MORTGAGE,11,DEBTCONSOLIDATION,6000,7.49,0.15,N,10,0,47979
36334,27,40000,MORTGAGE,6,HOMEIMPROVEMENT,6000,11.99,0.15,N,9,0,47979
37068,27,40000,RENT,7,PERSONAL,6000,14.27,0.15,Y,6,0,47979
43761,27,40000,MORTGAGE,3,DEBTCONSOLIDATION,6000,11.99,0.15,N,6,0,47979
58538,27,40000,RENT,1,MEDICAL,6000,12.73,0.15,N,9,0,47979
817,23,48000,MORTGAGE,8,MEDICAL,7200,6.99,0.15,N,2,0,47980
7923,24,45000,MORTGAGE,4,VENTURE,6000,7.88,0.13,N,2,0,47981
8628,24,45000,RENT,3,DEBTCONSOLIDATION,6000,13.49,0.13,Y,4,0,47981
10316,24,45000,OWN,0,EDUCATION,6000,14.26,0.13,Y,3,0,47981
11974,24,45000,RENT,4,MEDICAL,6000,11.49,0.13,N,3,0,47981
15306,24,45000,RENT,5,EDUCATION,6000,7.88,0.13,N,3,0,47981
15660,24,45000,RENT,5,DEBTCONSOLIDATION,6000,13.49,0.13,Y,4,0,47981
19201,24,45000,RENT,2,VENTURE,6000,12.99,0.13,N,2,0,47981
21742,24,45000,RENT,6,MEDICAL,6000,16.49,0.13,Y,4,0,47981
22521,24,45000,RENT,0,MEDICAL,6000,12.98,0.13,Y,2,0,47981
25086,24,45000,RENT,1,VENTURE,6000,12.87,0.13,Y,2,0,47981
26494,24,45000,RENT,8,MEDICAL,6000,7.9,0.13,N,2,0,47981
28654,24,45000,RENT,0,VENTURE,6000,7.51,0.13,N,2,0,47981
33741,24,45000,RENT,0,VENTURE,6000,6.92,0.13,N,2,0,47981
38312,24,45000,MORTGAGE,8,VENTURE,6000,9.25,0.13,N,4,0,47981
39758,24,45000,MORTGAGE,3,VENTURE,6000,7.88,0.13,N,3,0,47981
43961,24,45000,RENT,1,EDUCATION,6000,10.65,0.13,N,3,0,47981
52260,24,45000,MORTGAGE,1,EDUCATION,6000,11.71,0.13,N,2,0,47981
52551,24,45000,RENT,6,EDUCATION,6000,11.49,0.13,N,4,0,47981
52908,24,45000,MORTGAGE,8,EDUCATION,6000,6.62,0.13,N,4,0,47981
53571,24,45000,MORTGAGE,6,MEDICAL,6000,12.53,0.13,N,4,0,47981
55781,24,45000,RENT,8,EDUCATION,6000,7.88,0.13,N,3,0,47981
56128,24,45000,RENT,2,MEDICAL,6000,13.22,0.13,N,2,0,47981
58616,24,45000,RENT,7,VENTURE,6000,12.53,0.13,Y,2,0,47981
6421,34,30000,MORTGAGE,5,DEBTCONSOLIDATION,3000,6.39,0.1,N,9,0,47981
30446,34,30000,MORTGAGE,5,MEDICAL,3000,7.51,0.1,N,6,0,47981
47677,34,30000,OWN,0,VENTURE,3000,11.71,0.1,N,7,0,47981
53034,34,30000,OWN,18,VENTURE,3000,10.59,0.1,N,10,0,47981
2506,22,50000,RENT,4,EDUCATION,7000,7.14,0.14,N,3,0,47982
9762,22,50000,MORTGAGE,6,DEBTCONSOLIDATION,7000,6.03,0.14,N,2,0,47982
14236,22,50000,MORTGAGE,4,MEDICAL,7000,9.25,0.14,N,3,0,47982
17490,22,50000,RENT,0,EDUCATION,7000,14.65,0.14,N,3,0,47982
20554,22,50000,MORTGAGE,2,VENTURE,7000,8.94,0.14,N,2,0,47982
21516,22,50000,RENT,2,EDUCATION,7000,13.57,0.14,Y,4,0,47982
22080,22,50000,MORTGAGE,6,VENTURE,7000,10.65,0.14,N,4,0,47982
23175,22,50000,RENT,0,EDUCATION,7000,7.9,0.14,N,3,0,47982
23782,22,50000,RENT,5,EDUCATION,7000,5.79,0.14,N,3,0,47982
32369,22,50000,RENT,3,VENTURE,7000,7.14,0.14,N,4,0,47982
38003,22,50000,RENT,4,PERSONAL,7000,5.79,0.14,N,3,0,47982
44583,22,50000,MORTGAGE,6,EDUCATION,7000,8.49,0.14,N,2,0,47982
47318,22,50000,MORTGAGE,7,EDUCATION,7000,6.92,0.14,N,2,0,47982
56453,22,50000,MORTGAGE,2,EDUCATION,7000,13.49,0.14,Y,2,0,47982
57151,22,50000,MORTGAGE,6,DEBTCONSOLIDATION,7000,8.94,0.14,N,4,0,47982
58052,22,50000,MORTGAGE,6,DEBTCONSOLIDATION,7000,10.65,0.14,N,2,0,47982
46915,25,42000,RENT,0,MEDICAL,4500,9.25,0.11,N,4,0,47983
18154,26,40000,RENT,1,MEDICAL,4000,12.42,0.1,N,2,0,47984
39752,26,40000,RENT,1,PERSONAL,4000,11.48,0.1,N,2,0,47984
49161,26,40000,RENT,0,VENTURE,4000,10.36,0.1,N,3,0,47984
50654,26,40000,MORTGAGE,10,DEBTCONSOLIDATION,4000,12.73,0.1,Y,4,0,47984
53876,26,40000,RENT,0,EDUCATION,4000,12.69,0.1,N,3,0,47984
55546,46,28800,RENT,0,DEBTCONSOLIDATION,5000,6.54,0.17,N,11,0,47984
14189,22,48000,MORTGAGE,6,VENTURE,4800,12.68,0.1,Y,3,0,47985
14933,22,48000,RENT,7,MEDICAL,4800,10.36,0.1,N,4,0,47985
22685,22,48000,OWN,6,VENTURE,4800,14.96,0.1,N,2,0,47985
33746,22,48000,RENT,6,PERSONAL,4800,7.49,0.1,N,2,0,47985
37539,22,48000,MORTGAGE,5,PERSONAL,4800,9.99,0.1,N,3,0,47985
38831,22,48000,RENT,0,DEBTCONSOLIDATION,4800,7.29,0.1,N,2,0,47985
39178,22,48000,RENT,5,VENTURE,4800,13.49,0.1,Y,3,0,47985
44469,22,48000,RENT,1,EDUCATION,4800,13.49,0.1,N,4,0,47985
45781,22,48000,RENT,0,VENTURE,4800,11.09,0.1,Y,3,0,47985
47915,22,48000,MORTGAGE,6,VENTURE,4800,10.99,0.1,N,2,0,47985
53460,22,48000,RENT,0,EDUCATION,4800,13.79,0.1,N,3,0,47985
33798,28,36000,RENT,5,VENTURE,2400,11.11,0.06,N,5,0,47986
17794,25,39600,RENT,2,VENTURE,1500,9.99,0.04,N,4,0,47990
10067,22,45000,RENT,0,DEBTCONSOLIDATION,1500,12.73,0.03,Y,2,0,47991
30743,22,45000,RENT,6,EDUCATION,1500,10.25,0.03,N,2,0,47991
38087,22,45000,RENT,3,DEBTCONSOLIDATION,1500,7.88,0.03,N,3,0,47991
41889,22,45000,RENT,0,EDUCATION,1500,12.99,0.03,Y,2,0,47991
27008,28,35000,RENT,0,MEDICAL,1000,11.26,0.03,N,6,0,47991
34273,24,41000,RENT,0,MEDICAL,1200,10.99,0.03,N,4,0,47992
20465,41,30000,RENT,0,PERSONAL,1200,8,0.04,N,15,0,47996
13888,24,46700,MORTGAGE,1,PERSONAL,8000,11.99,0.17,N,3,0,48019
19038,23,57000,MORTGAGE,7,VENTURE,17500,11.49,0.3,N,3,0,48020
32342,26,40800,MORTGAGE,10,VENTURE,5000,15.62,0.12,Y,4,0,48022
13687,27,43000,RENT,5,MEDICAL,10000,9.99,0.23,N,6,0,48023
52637,27,43000,MORTGAGE,11,PERSONAL,10000,8.94,0.23,N,10,0,48023
56738,27,43000,MORTGAGE,9,DEBTCONSOLIDATION,10000,7.51,0.23,N,5,0,48023
23379,28,42900,RENT,12,MEDICAL,12000,7.29,0.28,N,10,0,48029
5871,23,47000,MORTGAGE,7,VENTURE,6000,7.9,0.13,N,4,0,48032
26177,23,47000,RENT,0,EDUCATION,6000,7.51,0.13,N,4,0,48032
32318,23,47000,MORTGAGE,7,VENTURE,6000,7.14,0.13,N,3,0,48032
47044,23,47000,RENT,7,VENTURE,6000,10.25,0.13,N,4,0,48032
35304,22,54600,MORTGAGE,2,EDUCATION,12000,9.99,0.22,N,3,0,48036
46723,22,54600,MORTGAGE,6,VENTURE,12000,8.88,0.23,N,3,0,48036
1099,22,49872,RENT,4,DEBTCONSOLIDATION,6800,11.58,0.14,N,2,0,48041
11527,24,57564,MORTGAGE,6,VENTURE,21000,11.48,0.35,N,3,0,48042
21934,37,30320,RENT,0,VENTURE,8000,9.99,0.26,N,12,0,48059
379,26,41600,RENT,3,MEDICAL,6000,6.03,0.15,N,2,0,48060
901,26,41600,MORTGAGE,3,VENTURE,6000,16.07,0.14,N,4,0,48060
32140,31,37000,OTHER,0,VENTURE,9250,11.83,0.25,N,7,0,48070
45883,23,54000,MORTGAGE,7,EDUCATION,14000,8.59,0.26,N,3,0,48073
3317,26,45000,RENT,4,MEDICAL,10400,9.91,0.23,N,2,0,48073
22773,26,45000,RENT,0,MEDICAL,10400,6.91,0.23,N,4,0,48073
47628,31,34000,RENT,0,MEDICAL,4600,9.91,0.14,N,7,0,48079
894,23,49232,RENT,7,EDUCATION,8500,9.99,0.17,N,4,0,48096
41174,25,42500,RENT,0,MEDICAL,5000,12.98,0.12,N,4,0,48107
25404,22,45000,RENT,0,MEDICAL,1375,6.99,0.03,N,2,0,48117
47143,33,35000,RENT,3,VENTURE,9600,9.91,0.26,N,6,0,48118
52044,21,63000,MORTGAGE,5,DEBTCONSOLIDATION,18000,12.42,0.29,N,4,0,48122
57903,21,55000,RENT,5,DEBTCONSOLIDATION,9600,13.47,0.17,N,4,0,48129
31226,27,39000,RENT,5,DEBTCONSOLIDATION,4500,7.49,0.12,N,8,0,48132
45251,31,33000,RENT,1,MEDICAL,3000,10.99,0.09,N,9,0,48133
47445,31,33000,RENT,2,PERSONAL,3000,11.03,0.1,Y,10,0,48133
52152,22,48000,RENT,7,VENTURE,4650,12.69,0.1,N,2,0,48135
15108,23,45000,RENT,7,VENTURE,3600,6.99,0.08,N,2,0,48136
23893,23,45000,RENT,5,MEDICAL,3600,10.59,0.08,N,4,0,48136
34843,23,45000,RENT,7,VENTURE,3600,6.03,0.08,N,4,0,48136
58056,24,52656,RENT,4,HOMEIMPROVEMENT,15000,11.58,0.28,N,4,0,48158
28006,26,45760,RENT,9,DEBTCONSOLIDATION,11300,13.06,0.24,N,4,0,48160
12134,21,51600,RENT,3,VENTURE,6000,8.94,0.12,N,3,0,48164
51487,34,34000,RENT,2,VENTURE,9600,13.22,0.28,Y,6,0,48167
37790,27,42000,MORTGAGE,3,MEDICAL,8500,10.95,0.2,N,10,0,48175
43070,22,52000,RENT,6,MEDICAL,9000,15.96,0.17,Y,3,0,48179
47357,22,52000,RENT,6,PERSONAL,9000,11.83,0.17,N,2,0,48179
51068,22,52000,RENT,2,DEBTCONSOLIDATION,9000,12.84,0.17,N,3,0,48179
35511,24,46000,RENT,3,DEBTCONSOLIDATION,7000,12.53,0.15,Y,3,0,48180
6340,28,38000,RENT,4,MEDICAL,5000,14.72,0.13,Y,7,0,48180
6255,23,48000,MORTGAGE,5,PERSONAL,7000,5.99,0.15,N,4,0,48181
12186,23,48000,MORTGAGE,7,MEDICAL,7000,6.92,0.15,N,3,0,48181
14310,23,48000,RENT,8,VENTURE,7000,7.51,0.15,N,3,0,48181
27588,23,48000,RENT,4,EDUCATION,7000,10.62,0.15,N,3,0,48181
35766,23,48000,MORTGAGE,7,MEDICAL,7000,7.14,0.15,N,2,0,48181
47629,23,48000,MORTGAGE,1,PERSONAL,7000,12.53,0.15,Y,2,0,48181
54431,23,48000,MORTGAGE,6,EDUCATION,7000,6.62,0.15,N,3,0,48181
54498,23,48000,MORTGAGE,7,EDUCATION,7000,10.99,0.15,N,3,0,48181
15552,22,50000,MORTGAGE,6,PERSONAL,6800,7.14,0.14,N,2,0,48182
24366,29,36000,RENT,5,MEDICAL,4000,12.42,0.11,N,9,0,48182
36370,29,36000,OWN,0,EDUCATION,4000,5.42,0.11,N,9,0,48182
39250,24,42000,MORTGAGE,8,DEBTCONSOLIDATION,2200,12.42,0.05,N,4,0,48189
8976,23,47844,RENT,7,DEBTCONSOLIDATION,6800,12.42,0.14,N,2,0,48202
4196,35,30000,RENT,4,EDUCATION,4275,9.63,0.14,N,7,0,48202
49350,26,52500,MORTGAGE,9,PERSONAL,20000,7.88,0.38,N,3,0,48213
5431,23,54996,RENT,2,EDUCATION,15000,6.91,0.27,N,4,0,48217
41479,23,54996,RENT,7,PERSONAL,15000,7.66,0.28,N,3,0,48217
40845,32,41100,OWN,2,VENTURE,17500,12.42,0.42,N,10,0,48218
57586,23,42806,MORTGAGE,7,MEDICAL,1000,10.37,0.02,N,3,0,48220
3465,23,55000,MORTGAGE,7,PERSONAL,15000,6.03,0.27,N,2,0,48222
10830,23,55000,MORTGAGE,8,MEDICAL,15000,12.21,0.27,N,3,0,48222
21815,23,55000,MORTGAGE,3,EDUCATION,15000,11.36,0.27,N,3,0,48222
34609,23,55000,MORTGAGE,7,DEBTCONSOLIDATION,15000,6.54,0.27,N,3,0,48222
43180,23,55000,RENT,4,PERSONAL,15000,16.77,0.27,N,4,0,48222
37509,27,43000,RENT,4,EDUCATION,9800,10.65,0.22,N,9,0,48223
15217,31,35000,RENT,5,VENTURE,6000,10.65,0.17,N,8,0,48226
54753,23,51000,OWN,5,PERSONAL,10400,9.99,0.2,N,2,0,48227
4786,25,45000,RENT,3,EDUCATION,8000,13.47,0.18,Y,2,0,48228
6166,25,45000,MORTGAGE,9,VENTURE,8000,6.99,0.18,N,2,0,48228
13939,25,45000,RENT,2,HOMEIMPROVEMENT,8000,8.07,0.18,N,2,0,48228
17210,25,45000,RENT,0,MEDICAL,8000,6.62,0.18,N,3,0,48228
17325,25,45000,RENT,2,EDUCATION,8000,10.59,0.18,N,4,0,48228
37540,25,45000,MORTGAGE,9,HOMEIMPROVEMENT,8000,7.49,0.18,N,4,0,48228
41054,25,45000,MORTGAGE,5,MEDICAL,8000,7.49,0.18,N,2,0,48228
44766,25,45000,RENT,2,VENTURE,8000,10,0.18,N,4,0,48228
55046,23,45000,MORTGAGE,5,EDUCATION,3500,11.49,0.08,N,2,0,48236
18267,30,33168,MORTGAGE,5,PERSONAL,1500,8.49,0.04,N,5,0,48240
39915,37,28800,RENT,6,EDUCATION,5000,7.49,0.17,N,14,0,48254
